	ID	text	sentiment	applicability
676	676	I don't recommend unless your car breaks down in front of it and you are starving.	0	1
677	677	Does not work for listening to music with the cingular 8125.	0	1
678	678	I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1	1
679	679	"I'm so happy to be here!!!"""	1	1
68	68	Sending it back.	0	1
680	680	Very easy to use.	1	1
681	681	Very much disappointed with this company.	0	1
682	682	Their frozen margaritas are WAY too sugary for my taste.	0	1
683	683	All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  	1	1
684	684	Awful service.	0	1
685	685	The atmosphere was great with a lovely duo of violinists playing songs we requested.	1	1
686	686	The one down note is the ventilation could use some upgrading.	0	1
687	687	It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.	1	1
688	688	I want to first say our server was great and we had perfect service.	1	1
689	689	I've never been treated so bad.	0	1
69	69	The ambiance was incredible.	1	1
690	690	Really pleased with this product so far.	1	1
691	691	I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.	0	1
692	692	Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  	1	1
693	693	"I also didn't like the ""on"" button, it felt like it would crack with use."	0	1
694	694	It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1	1
695	695	"You get extra minutes so that you can carry out the call and not get cut off."""	1	1
696	696	It was quite comfortable in the ear.	1	1
697	697	The refried beans that came with my meal were dried out and crusty and the food was bland.	0	1
698	698	The iGo chargers and tips are really great.	1	1
699	699	I don't think you will be disappointed.  	1	1
7	7	We literally sat there for 20 minutes with no one asking to take our order.	0	1
70	70	Great food and great service in a clean and friendly setting.	1	1
700	700	Adapter does not provide enough charging current.	0	1
701	701	Nothing short of magnificent photography/cinematography in this film.  	1	1
702	702	But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  	1	1
703	703	My husband said she was very rude... did not even apologize for the bad food or anything.	0	1
704	704	An excellent performance from Ms.  	1	1
705	705	Very true to Shakespear, and a 'must' for all Shakespear fans.  	1	1
706	706	(The bathroom is just next door and very nice.)	1	1
707	707	Items stated as included from the description ARE NOT INCLUDED.	0	1
708	708	After the disappointing dinner we went elsewhere for dessert.	0	1
709	709	It was a long time that i didn't see a so charismatic actor on screen.  	1	1
71	71	Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  	1	1
710	710	It's so bad it's actually worth seeing just for that reason.  	0	1
711	711	Excellent sound, battery life and inconspicuous to boot!.	1	1
712	712	New Battery works great in phone.	1	1
713	713	One thing I hate is the mode set button at the side.	0	1
714	714	Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.	0	1
715	715	After one bite, I was hooked.	1	1
716	716	Thoroughly disappointed!	0	1
717	717	I never come again.	0	1
718	718	There is no plot here to keep you going in the first place.  	0	1
719	719	Great phone!.	1	1
72	72	When I opened the sandwich, I was impressed, but not in a good way.	0	1
720	720	Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  	1	1
721	721	My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!	0	1
722	722	Good case, Excellent value.	1	1
723	723	I had about two bites and refused to eat anymore.	0	1
724	724	Dont waste your money...	0	1
725	725	I really liked that.  	1	1
726	726	"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  "	0	1
727	727	Buyer Beware, you could flush money right down the toilet.	0	1
728	728	I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!	1	1
729	729	Don't miss it.  	1	1
73	73	It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.	1	1
730	730	AMAZON SUCKS.	0	1
731	731	I have yet to run this new battery below two bars and that's three days without charging.	1	1
732	732	Best fish I've ever had in my life!	1	1
733	733	Does not charge the Cingular (ATT) 8525 phone.	0	1
734	734	Piece of Junk.	0	1
735	735	Omelets are to die for!	1	1
736	736	"People who like European films and ""art movies"" will like this movie.  "	1	1
737	737	I am a fan of his ... This movie sucked really bad.  	0	1
738	738	I am pairing this with my iphone, and I could not be happier with it so far.	1	1
739	739	"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  "	1	1
74	74	A good commentary of today's love and undoubtedly a film worth seeing.  	1	1
740	740	As many people complained, I found this headset's microphone was very weak.	0	1
741	741	Plus, it's only 8 bucks.	1	1
742	742	It was attached to a gas station, and that is rarely a good sign.	0	1
743	743	Basically the service was very bad.	0	1
744	744	The characters are interesting and you really care for them.  	1	1
745	745	The nano stated it.My son was dissapointed.	0	1
746	746	So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1	1
747	747	Well... Just if you keep thinking how bad it is.  	0	1
748	748	Brilliance indeed.  	1	1
749	749	This place is great!!!!!!!!!!!!!!	1	1
75	75	MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  	1	1
750	750	- Really, really good rice, all the time.	1	1
751	751	The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  	1	1
752	752	I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	1	1
753	753	This hole in the wall has great Mexican street tacos, and friendly staff.	1	1
754	754	I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  	1	1
755	755	Not to mention the combination of pears, almonds and bacon is a big winner!	1	1
756	756	You won't forget this movie!  	1	1
757	757	Host staff were, for lack of a better word, BITCHES!	0	1
758	758	Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  	0	1
759	759	The film looks cheap and bland.  	0	1
76	76	The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.	0	1
760	760	This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  	1	1
761	761	This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  	1	1
762	762	This company charge me a restocking fee and still not given me my refund back.	0	1
763	763	I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0	1
764	764	Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  	1	1
765	765	The owners are super friendly and the staff is courteous.	1	1
766	766	The directing is sloppy at best.  	0	1
767	767	Utter crap.. Sound quality is TERRIBLE.	0	1
768	768	Now the pizza itself was good the peanut sauce was very tasty.	1	1
769	769	It was horrible!.	0	1
77	77	It is cheap, and it feel and look just as cheap.	0	1
770	770	I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  	0	1
771	771	If you love death and decay, and Shakespears lyrics... this is the one.  	1	1
772	772	Fans of the genre will be in heaven.  	1	1
773	773	Do not make the same mistake as me.	0	1
774	774	Good , works fine.	1	1
775	775	After trying many many handsfree gadgets this is the one that finally works well.	1	1
776	776	Overall I wasn't very impressed with Noca.	0	1
777	777	Excellent dual-purpose headset.	1	1
778	778	I keep watching it over and over.  	1	1
779	779	The original Body and Soul (1947) is a masterpiece.  	1	1
78	78	Very prompt service.	1	1
780	780	- They never brought a salad we asked for.	0	1
781	781	I found this product to be waaay too big.	0	1
782	782	It's an empty, hollow shell of a movie.  	0	1
783	783	First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!	0	1
784	784	camera color balance is AWFUL.	0	1
785	785	Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  	1	1
786	786	Don't bother - go to the store.	0	1
787	787	Unfortunately, any virtue in this film's production work was lost on a regrettable script.  	0	1
788	788	If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.	0	1
789	789	They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1	1
79	79	Iam very pleased with my purchase.	1	1
790	790	The chips that came out were dripping with grease, and mostly not edible.	0	1
791	791	Saw the movie today and thought it was a good effort, good messages for kids.  	1	1
792	792	Yes it's shiny on front side - and I love it!	1	1
793	793	The fries were not hot, and neither was my burger.	0	1
794	794	That said, our mouths and bellies were still quite pleased.	1	1
795	795	Not recommended.  	0	1
796	796	We enjoy their pizza and brunch.	1	1
797	797	After 20 minutes wait, I got a table.	0	1
798	798	Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  	1	1
799	799	Bland and flavorless is a good way of describing the barely tepid meat.	0	1
8	8	The food was outstanding and the prices were very reasonable.	1	1
80	80	Simply beautiful.  	1	1
800	800	Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.	0	1
801	801	Stopped by this place while in Madison for the Ironman, very friendly, kind staff.	1	1
802	802	Cooked to perfection and the service was impeccable.	1	1
803	803	The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	1	1
804	804	Excellent starter wireless headset.	0	1
805	805	Jawbone Era is awesome too!	1	1
806	806	I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	0	1
807	807	A very good film indeed, about great and unconditional love.  	1	1
808	808	The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  	1	1
809	809	Does not fit.	0	1
81	81	You can find better movies at youtube.  	0	1
810	810	The shipping time was also very quick!	1	1
811	811	if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	0	1
812	812	The goat taco didn't skimp on the meat and wow what FLAVOR!	1	1
813	813	Definitely a bargain.	1	1
814	814	Enough can not be said of the remarkable animation in this film.  	1	1
815	815	I've had better atmosphere.	0	1
816	816	Overall, I like this place a lot.	1	1
817	817	Don't trust their website and don't expect any helpful support.	0	1
818	818	This is actually a very smart movie.  	1	1
819	819	About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  	0	1
82	82	I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	0	1
820	820	Service was exceptional and food was a good as all the reviews.	1	1
821	821	Really good product.	1	1
822	822	This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  	0	1
823	823	"not even a ""hello, we will be right with you."""	0	1
824	824	Great brunch spot.	1	1
825	825	The sound quality is excellent as well.	1	1
826	826	I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.	1	1
827	827	VERY DISAPPOINTED.	0	1
828	828	The camera really likes her in this movie.  	1	1
829	829	None of them are engaging or exciting.  	0	1
83	83	The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	0	1
830	830	I wouldn't recommend buying this product.	0	1
831	831	none of the new ones have ever quite worked properly.	0	1
832	832	This greedy corporation will NEVER see another dime from me!	0	1
833	833	Seller shipped quickly and much cheaper than the competitors.	1	1
834	834	too bad cause I know it's family owned, I really wanted to like this place.	0	1
835	835	Delicious and I will absolutely be back!	1	1
836	836	This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  	1	1
837	837	So we went to Tigerlilly and had a fantastic afternoon!	1	1
838	838	They are so easy to love, but even more easy to identify with.  	1	1
839	839	Truly awful.	0	1
84	84	im surprised this is a good quality car charger and there's not much reviews about it.	1	1
840	840	After all the rave reviews I couldn't wait to eat here......what a disappointment!	0	1
841	841	It has northern humour and positive about the community it represents.  	1	1
842	842	Awesome selection of beer.	1	1
843	843	In my house I was getting dropped coverage upstairs and no coverage in my basement.	0	1
844	844	I would not recommend this item to anyone.	0	1
845	845	Their on-screen chemistry, critical to the entire film, is genuine.  	1	1
846	846	Works great.	1	1
847	847	The look of it is very sharp and the screen is nice and clear, with great graphics.	1	1
848	848	There is really nothing for me at postinos, hope your experience is better	0	1
849	849	The commercials are the most misleading.	0	1
85	85	The first thing that happened was that the tracking was off.	0	1
850	850	I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!	1	1
851	851	Too politically correct.  	0	1
852	852	I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.	1	1
853	853	Audio Quality is poor, very poor.	0	1
854	854	You wont regret it!  	1	1
855	855	What a mistake.	0	1
856	856	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1	1
857	857	Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  	1	1
858	858	I will be back many times soon.	1	1
859	859	Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.	0	1
86	86	Best Buffet in town, for the price you cannot beat it.	1	1
860	860	Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	1	1
861	861	It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.	1	1
862	862	If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.	0	1
863	863	"Looks great and is strong."""	1	1
864	864	Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  	1	1
865	865	The chicken wings contained the driest chicken meat I have ever eaten.	0	1
866	866	Needless to say, we will never be back here again.	0	1
867	867	.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.	1	1
868	868	I couldn't take them seriously.  	0	1
869	869	Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0	1
87	87	It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  	0	1
870	870	You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.	0	1
871	871	However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.	0	1
872	872	You can not answer calls with the unit, never worked once!	0	1
873	873	The only thing really worth watching was the scenery and the house, because it is beautiful.  	1	1
874	874	It was equally awful.	0	1
875	875	This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1	1
876	876	The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1	1
877	877	Also difficult to put on.I'd recommend avoiding this product.	0	1
878	878	Nice design and quality.	1	1
879	879	2 Thumbs Up!!	1	1
88	88	Good case!.	1	1
880	880	What on earth is Irons doing in this film?  	0	1
881	881	Poor quality.	0	1
882	882	So absolutley fantastic.	1	1
883	883	"A must study for anyone interested in the ""worst sins"" of industrial design."	0	1
884	884	Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!	1	1
885	885	The least said about the acting the better.  	0	1
886	886	Never had anything to complain about here.	1	1
887	887	Restaurant is always full but never a wait.	1	1
888	888	The Foreigner is not worth one second of your time.  	0	1
889	889	It always cuts out and makes a beep beep beep sound then says signal failed.	0	1
89	89	What did bother me, was the slow service.	0	1
890	890	It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  	1	1
891	891	They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	1	1
892	892	Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!	1	1
893	893	Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  	0	1
894	894	If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  	0	1
895	895	This movie is so mind-bendingly awful, it couldn't have even been created.  	0	1
896	896	The best phone in market :).	1	1
897	897	Essentially you can forget Microsoft's tech support.	0	1
898	898	By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.	0	1
899	899	Poorly contstruct hinge.	0	1
9	9	But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  	1	1
90	90	I wasted my little money with this earpiece.	0	1
900	900	It just blew.  	0	1
901	901	The plot doesn't hang together at all, and the acting is absolutely appalling.  	0	1
902	902	I guess maybe we went on an off night but it was disgraceful.	0	1
903	903	clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.	1	1
904	904	The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  	0	1
905	905	The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1	1
906	906	I'm pleased.	1	1
907	907	Worst customer service.	0	1
908	908	Each day of the week they have a different deal and it's all so delicious!	1	1
909	909	Nice case, feels good in your hands.	1	1
91	91	I only hear garbage for audio.	0	1
910	910	I kept looking at the time and it had soon become 35 minutes, yet still no food.	0	1
911	911	The service here is fair at best.	0	1
912	912	I'm probably one of the few people to ever go to Ians and not like it.	0	1
913	913	We sat another ten minutes and finally gave up and left.	0	1
914	914	We were promptly greeted and seated.	1	1
915	915	Love this product.	1	1
916	916	The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  	0	1
917	917	DELETE this film from your mind!  	0	1
918	918	Give it a try, you will be happy you did.	1	1
919	919	Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0	1
92	92	10 out of 10 stars.  	1	1
920	920	He's a national treasure.  	1	1
921	921	This results in the phone being either stuck at max volume or mute.	0	1
922	922	You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  	0	1
923	923	Service was good and the company was better!	1	1
924	924	I've never been more insulted or felt disrespected.	0	1
925	925	The color is even prettier than I thought it would be, and the graphics are incredibly sharp.	1	1
926	926	The jalapeno bacon is soooo good.	1	1
927	927	Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  	1	1
928	928	The plot was the same as pretty much every other cheap horror.  	0	1
929	929	I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.	1	1
93	93	Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.	0	1
930	930	I left the theater with a lilt in my step, joy in my heart and hope for the human race.  	1	1
931	931	"like the other reviewer said ""you couldn't pay me to eat at this place again."""	0	1
932	932	After a year the battery went completely dead on my headset.	0	1
933	933	This is definitely a must have if your state does not allow cell phone usage while driving.	1	1
934	934	Why was this film made?  	0	1
935	935	Everyone is treated equally special.	1	1
936	936	I love this phone!.	1	1
937	937	It is very comfortable to wear as well, which is probably the most important aspect about using a case.	1	1
938	938	The phone is sturdy and waterproof.	1	1
939	939	I had to walk out of the theatre for a few minutes just to get some relief!  	0	1
94	94	Great product for the price!.	1	1
940	940	All the bread is made in-house!	1	1
941	941	Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  	0	1
942	942	Couldn't figure it out	0	1
943	943	We've tried to like this place but after 10+ times I think we're done with them.	0	1
944	944	I wear it everyday and it holds up very well.	1	1
945	945	There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  	0	1
946	946	Couldn't use the unit with sunglasses, not good in Texas!	0	1
947	947	It's pretty easy.	1	1
948	948	It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1	1
949	949	The warmth it generates is in contrast to its austere backdrop.  	1	1
95	95	What a waste of money and time!.	0	1
950	950	This place is like Chipotle, but BETTER.	1	1
951	951	Would recommend this item.	1	1
952	952	I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  	0	1
953	953	The staff are great, the ambiance is great.	1	1
954	954	I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.	1	1
955	955	I can't wait to go back.	1	1
956	956	We'd definitely go back here again.	1	1
957	957	If you haven't gone here GO NOW!	1	1
958	958	These are certainly very comfortable and functionality is decent.	1	1
959	959	Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.	1	1
96	96	This is one of the best bars with food in Vegas.	1	1
960	960	Google mediocre and I imagine Smashburger will pop up.	0	1
961	961	Otherwise, easy to install and use, clear sound.	1	1
962	962	They do not care about the consumer one bit.	0	1
963	963	I have two more years left in this contract and I hate this phone.	0	1
964	964	By this time our side of the restaurant was almost empty so there was no excuse.	0	1
965	965	I hope this place sticks around.	1	1
966	966	Would not reccommend.	0	1
967	967	I had a seriously solid breakfast here.	1	1
968	968	It's fits like a glove and is strong, secure, and durable.	1	1
969	969	I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  	0	1
97	97	Cant get the software to work with my computer.	0	1
970	970	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0	1
971	971	Works fine.	1	1
972	972	A bit predictable.  	0	1
973	973	I wish I could enter negative values, admins?  	0	1
974	974	It is a joy to use.	1	1
975	975	I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1	1
976	976	It was not good.	0	1
977	977	This phone works great.	1	1
978	978	After two I felt disgusting.	0	1
979	979	Their Research and Development division obviously knows what they're doing.	1	1
98	98	stay away from this store, be careful.	0	1
980	980	Once you get inside you'll be impressed with the place.	1	1
981	981	No buyers remorse on this one!.	0	1
982	982	Cant say enough good things about this place.	1	1
983	983	#1 It Works - #2 It is Comfortable.	1	1
984	984	I believe the screenwriter did a good job of tying up the loose ends.  	1	1
985	985	Don't buy this product.	0	1
986	986	Battery life is real good.	1	1
987	987	I love being able to use one headset for both by land-line and cell.	1	1
988	988	However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.	0	1
989	989	During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.	0	1
99	99	"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "	1	1
990	990	Any grandmother can make a roasted chicken better than this one.	0	1
991	991	Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  	1	1
992	992	Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  	0	1
993	993	Excellent product for the price.	1	1
994	994	I wish I could return the unit and get back my money.	0	1
995	995	Weird vibe from owners.	0	1
996	996	Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.	0	1
997	997	I can take a little bad service but the food sucks.	0	1
998	998	It is the best charger I have seen on the market yet.	1	1
999	999	We won't be going back anytime soon!	0	1
